team,conference,sos,osrs,dsrs,srs,year
Kent State,MAC (East),-1.76,-1.96,-1.76,-3.73,2018
Cal State Long Beach,Big West,0.89,3.42,-7.18,-3.76,2018
Colorado State,MWC,3.79,0.27,-4.13,-3.86,2018
UNC Asheville,Big South,-3.58,0.91,-4.83,-3.92,2018
Coastal Carolina,Sun Belt,-2.42,-3.16,-0.78,-3.94,2018
Milwaukee,Horizon,-4.25,-7.01,2.86,-4.15,2018
Yale,Ivy,-2.83,-1.6,-2.59,-4.19,2018
Southern Mississippi,CUSA,1.31,-3.97,-0.29,-4.26,2018
Florida International,CUSA,-1.99,-3.24,-1.07,-4.3,2018
Air Force,MWC,1.72,-5.94,1.63,-4.31,2018
Loyola Marymount,WCC,1.09,-0.5,-3.85,-4.34,2018
Appalachian State,Sun Belt,-2.67,0.48,-5.31,-4.83,2018
Niagara,MAAC,-4.21,7.82,-12.66,-4.84,2018
Colgate,Patriot,-5.72,-3.64,-1.21,-4.85,2018
Fairfield,MAAC,-3.68,0.07,-5.05,-4.98,2018
Manhattan,MAAC,-4.13,-7.0,1.96,-5.04,2018
Stony Brook,AEC,-2.28,-5.85,0.77,-5.08,2018
Sam Houston State,Southland,-4.8,-5.13,-0.02,-5.14,2018
Lamar,Southland,-7.23,-3.68,-1.51,-5.19,2018
Denver,Summit,-2.53,-4.1,-1.11,-5.21,2018
Saint Peter's,MAAC,-4.37,-12.49,7.24,-5.24,2018
UTEP,CUSA,-0.21,-6.84,1.53,-5.31,2018
Tennessee State,OVC,-2.98,-8.46,3.13,-5.34,2018
Florida Atlantic,CUSA,-0.14,-6.3,0.95,-5.35,2018
South Alabama,Sun Belt,-2.87,-5.08,-0.36,-5.44,2018
James Madison,CAA,-2.15,-2.64,-2.83,-5.47,2018
Hartford,AEC,-5.26,-4.48,-1.06,-5.54,2018
Columbia,Ivy,-3.02,1.83,-7.46,-5.63,2018
Campbell,Big South,-6.68,-1.36,-4.32,-5.68,2018
Idaho State,Big Sky,-3.69,-3.36,-2.4,-5.76,2018
Central Arkansas,Southland,-5.97,4.92,-10.74,-5.83,2018
Tennessee Tech,OVC,-3.54,-3.17,-2.66,-5.83,2018
Texas State,Sun Belt,-3.45,-10.39,4.55,-5.84,2018
Saint Francis (PA),NEC,-6.71,0.65,-6.77,-6.12,2018
Louisiana-Monroe,Sun Belt,-3.31,-6.29,0.02,-6.28,2018
Bowling Green State,MAC (East),-2.88,-0.64,-5.74,-6.38,2018
Southeastern Louisiana,Southland,-6.2,-6.85,0.45,-6.4,2018
Lehigh,Patriot,-5.65,2.82,-9.23,-6.41,2018
Pepperdine,WCC,1.82,-1.13,-5.37,-6.5,2018
Cal State Bakersfield,WAC,-0.73,-9.68,3.1,-6.58,2018
Portland,WCC,2.43,-4.96,-1.65,-6.6,2018
Oral Roberts,Summit,1.05,-2.41,-4.25,-6.66,2018
Northern Illinois,MAC (West),-1.71,-3.34,-3.37,-6.71,2018
Fordham,A-10,1.26,-9.64,2.91,-6.74,2018
High Point,Big South,-6.38,-7.63,0.88,-6.75,2018
Akron,MAC (East),-1.92,-3.55,-3.27,-6.82,2018
Elon,CAA,-1.69,-1.66,-5.23,-6.89,2018
Navy,Patriot,-7.2,-8.94,2.03,-6.91,2018
Delaware,CAA,-2.96,-5.63,-1.3,-6.93,2018
Santa Clara,WCC,0.61,-8.38,1.37,-7.01,2018
Drexel,CAA,-2.48,-1.54,-5.66,-7.2,2018
NJIT,A-Sun,-5.53,-6.39,-0.86,-7.25,2018
South Florida,AAC,0.06,-8.95,1.7,-7.25,2018
UNC Wilmington,CAA,-1.15,3.77,-11.29,-7.52,2018
Texas Southern,SWAC,-5.53,2.19,-9.71,-7.53,2018
North Dakota,Big Sky,-0.19,1.96,-9.58,-7.63,2018
Southern Utah,Big Sky,-0.87,0.64,-8.28,-7.64,2018
Texas-Rio Grande Valley,WAC,-2.86,1.12,-8.85,-7.73,2018
Brown,Ivy,-4.67,0.56,-8.34,-7.78,2018
Robert Morris,NEC,-6.1,-7.79,-0.19,-7.98,2018
Southeast Missouri State,OVC,-4.88,2.18,-10.3,-8.12,2018
Mount St. Mary's,NEC,-8.03,-5.91,-2.22,-8.13,2018
Charleston Southern,Big South,-6.16,-6.7,-1.46,-8.16,2018
Boston University,Patriot,-5.83,-5.76,-2.58,-8.33,2018
Eastern Illinois,OVC,-3.4,-8.63,0.3,-8.33,2018
New Hampshire,AEC,-4.31,-8.89,0.51,-8.38,2018
UC Riverside,Big West,-1.54,-8.94,0.44,-8.5,2018
Green Bay,Horizon,-4.08,-0.83,-7.68,-8.51,2018
Long Island University,NEC,-8.19,-0.12,-8.48,-8.6,2018
Army,Patriot,-7.17,-2.9,-5.71,-8.62,2018
Rice,CUSA,-0.04,-5.67,-2.96,-8.63,2018
Montana State,Big Sky,-3.52,-1.98,-6.71,-8.69,2018
East Carolina,AAC,-0.22,-4.74,-3.98,-8.72,2018
San Jose State,MWC,2.91,-8.08,-0.66,-8.74,2018
Cornell,Ivy,-3.24,0.79,-9.58,-8.8,2018
Sacramento State,Big Sky,-0.74,-8.06,-0.85,-8.9,2018
New Orleans,Southland,-5.78,-8.44,-0.57,-9.01,2018
Abilene Christian,Southland,-6.82,-6.3,-2.85,-9.14,2018
Hampton,MEAC,-9.56,-3.05,-6.32,-9.37,2018
Quinnipiac,MAAC,-4.44,-4.19,-5.31,-9.5,2018
Massachusetts-Lowell,AEC,-5.77,0.89,-10.42,-9.53,2018
Arkansas State,Sun Belt,-3.02,-0.59,-9.07,-9.65,2018
Gardner-Webb,Big South,-3.81,-6.6,-3.11,-9.7,2018
Lafayette,Patriot,-6.04,-4.47,-5.3,-9.77,2018
IUPUI,Horizon,-3.53,-8.15,-1.66,-9.82,2018
Omaha,Summit,0.33,0.71,-10.59,-9.88,2018
Holy Cross,Patriot,-5.82,-11.72,1.8,-9.92,2018
Charlotte,CUSA,0.27,-2.28,-7.84,-10.13,2018
Prairie View,SWAC,-7.71,-2.21,-7.92,-10.13,2018
Kansas City,WAC,-1.02,-5.57,-4.62,-10.19,2018
Binghamton,AEC,-6.34,-8.49,-1.78,-10.27,2018
Dartmouth,Ivy,-4.0,-7.57,-2.74,-10.31,2018
Fairleigh Dickinson,NEC,-5.66,-2.62,-7.79,-10.41,2018
Little Rock,Sun Belt,-2.22,-11.98,1.53,-10.45,2018
Siena,MAAC,-2.99,-7.5,-2.96,-10.46,2018
Tennessee-Martin,OVC,-4.96,-9.17,-1.35,-10.52,2018
Eastern Kentucky,OVC,-3.68,-4.16,-6.42,-10.57,2018
Morehead State,OVC,-1.91,-5.9,-4.75,-10.65,2018
Cleveland State,Horizon,-3.64,-7.18,-3.64,-10.82,2018
Western Illinois,Summit,-2.28,-7.92,-3.15,-11.07,2018
Chattanooga,Southern,-4.05,-7.86,-3.23,-11.09,2018
Samford,Southern,-3.37,2.48,-13.58,-11.1,2018
Kennesaw State,A-Sun,-4.31,-5.7,-5.47,-11.17,2018
Sacred Heart,NEC,-6.98,-7.88,-3.5,-11.38,2018
North Florida,A-Sun,-1.74,5.03,-16.43,-11.4,2018
Cal Poly,Big West,-1.83,-6.42,-5.14,-11.56,2018
Central Connecticut State,NEC,-7.59,-9.06,-2.56,-11.62,2018
Western Carolina,Southern,-1.63,-7.12,-4.78,-11.9,2018
McNeese State,Southland,-6.1,-3.37,-8.69,-12.06,2018
Bethune-Cookman,MEAC,-12.46,1.77,-13.96,-12.19,2018
St. Francis (NY),NEC,-7.31,-4.87,-7.38,-12.24,2018
Texas A&M-Corpus Christi,Southland,-6.57,-9.42,-2.88,-12.3,2018
Stetson,A-Sun,-6.45,-4.84,-7.55,-12.38,2018
SIU Edwardsville,OVC,-3.36,-4.65,-7.78,-12.43,2018
Detroit Mercy,Horizon,-2.07,1.68,-14.15,-12.47,2018
Marist,MAAC,-3.57,-4.13,-8.35,-12.48,2018
North Carolina A&T,MEAC,-11.22,-5.62,-6.96,-12.58,2018
Loyola (MD),Patriot,-5.25,-6.95,-5.76,-12.71,2018
Grambling,SWAC,-10.3,-6.18,-6.78,-12.97,2018
Norfolk State,MEAC,-10.19,-7.89,-5.1,-12.99,2018
North Carolina Central,MEAC,-12.31,-11.13,-2.06,-13.18,2018
Jacksonville,A-Sun,-6.12,-7.85,-5.54,-13.39,2018
Cal State Northridge,Big West,-3.53,-9.03,-4.46,-13.5,2018
The Citadel,Southern,-2.95,5.8,-19.43,-13.64,2018
Youngstown State,Horizon,-2.56,-1.22,-12.44,-13.66,2018
Presbyterian,Big South,-5.53,-11.69,-2.64,-14.33,2018
Southern,SWAC,-9.57,-9.61,-4.93,-14.54,2018
American,Patriot,-6.16,-10.26,-4.37,-14.63,2018
Maine,AEC,-3.27,-8.02,-6.62,-14.64,2018
Northern Arizona,Big Sky,-1.04,-8.56,-6.11,-14.67,2018
Arkansas-Pine Bluff,SWAC,-9.36,-10.56,-4.29,-14.84,2018
Morgan State,MEAC,-11.98,-8.69,-6.43,-15.11,2018
Savannah State,MEAC,-5.06,9.89,-25.25,-15.36,2018
VMI,Southern,-4.25,-12.06,-3.37,-15.43,2018
Houston Baptist,Southland,-3.97,-0.54,-15.6,-16.14,2018
Howard,MEAC,-9.74,-3.42,-13.84,-17.26,2018
South Carolina Upstate,A-Sun,-4.35,-1.18,-16.27,-17.46,2018
Jackson State,SWAC,-10.5,-16.6,-1.06,-17.66,2018
Incarnate Word,Southland,-5.04,-8.07,-9.64,-17.71,2018
Alcorn State,SWAC,-8.6,-9.49,-8.58,-18.07,2018
Longwood,Big South,-4.31,-12.73,-5.58,-18.31,2018
Alabama State,SWAC,-8.62,-8.31,-10.24,-18.56,2018
Bryant,NEC,-5.42,-5.0,-13.75,-18.75,2018
Florida A&M,MEAC,-8.33,-9.39,-9.82,-19.21,2018
South Carolina State,MEAC,-8.78,-6.15,-14.03,-20.18,2018
Coppin State,MEAC,-7.24,-15.93,-5.03,-20.96,2018
Northwestern State,Southland,-4.18,-13.77,-7.25,-21.02,2018
Mississippi Valley State,SWAC,-8.13,-11.52,-9.89,-21.41,2018
Chicago State,WAC,1.17,-6.27,-15.27,-21.53,2018
Alabama A&M,SWAC,-8.04,-16.79,-7.18,-23.97,2018
Delaware State,MEAC,-9.3,-14.56,-10.0,-24.57,2018
Maryland-Eastern Shore,MEAC,-7.56,-16.75,-7.88,-24.63,2018
Gonzaga,WCC,5.01,18.57,9.22,27.79,2019
Duke,ACC,11.98,17.48,9.41,26.9,2019
Virginia,ACC,10.15,5.08,20.38,25.46,2019
Michigan State,Big Ten,12.34,12.94,11.99,24.93,2019
North Carolina,ACC,11.35,19.81,4.12,23.94,2019
Texas Tech,Big 12,9.53,5.95,16.84,22.79,2019
Michigan,Big Ten,10.55,4.23,17.6,21.82,2019
Tennessee,SEC,10.16,14.69,6.86,21.55,2019
Kentucky,SEC,10.29,8.31,13.12,21.43,2019
Purdue,Big Ten,11.99,12.29,9.11,21.4,2019
Auburn,SEC,10.92,13.12,7.72,20.84,2019
Virginia Tech,ACC,7.79,6.5,12.79,19.28,2019
Houston,AAC,4.61,6.31,12.6,18.91,2019
Kansas,Big 12,12.79,10.88,7.47,18.35,2019
Iowa State,Big 12,9.3,10.5,7.57,18.07,2019
Florida State,ACC,10.26,8.69,9.31,17.99,2019
Wisconsin,Big Ten,11.01,2.77,15.13,17.9,2019
Louisville,ACC,11.04,8.4,8.88,17.28,2019
Louisiana State,SEC,9.16,13.87,2.63,16.5,2019
Texas,Big 12,11.46,4.65,11.4,16.06,2019
Maryland,Big Ten,10.09,5.58,10.43,16.01,2019
Nevada,MWC,2.68,9.4,6.61,16.0,2019
Mississippi State,SEC,9.07,10.03,5.93,15.96,2019
Buffalo,MAC (East),2.62,14.35,1.22,15.56,2019
Florida,SEC,11.22,0.81,14.61,15.42,2019
Kansas State,Big 12,9.18,-1.44,16.82,15.39,2019
Oklahoma,Big 12,12.21,6.9,8.4,15.3,2019
NC State,ACC,6.22,12.54,2.4,14.94,2019
Nebraska,Big Ten,11.31,6.65,8.2,14.85,2019
Marquette,Big East,6.96,8.5,6.28,14.78,2019
Cincinnati,AAC,5.5,2.64,11.9,14.53,2019
Villanova,Big East,7.97,5.02,9.31,14.33,2019
Iowa,Big Ten,9.84,12.59,1.67,14.27,2019
Oregon,Pac-12,6.13,0.68,13.27,13.95,2019
Wofford,Southern,0.8,7.67,6.26,13.92,2019
Ohio State,Big Ten,11.0,2.84,11.04,13.89,2019
Clemson,ACC,8.99,1.85,12.0,13.85,2019
Indiana,Big Ten,10.1,5.08,8.74,13.82,2019
TCU,Big 12,9.6,7.78,6.03,13.81,2019
Syracuse,ACC,10.09,3.37,10.37,13.73,2019
Baylor,Big 12,9.26,5.23,8.15,13.38,2019
Central Florida,AAC,5.58,3.01,10.36,13.37,2019
Saint Mary's (CA),WCC,4.4,2.16,10.42,12.58,2019
Penn State,Big Ten,11.51,4.57,7.98,12.55,2019
Minnesota,Big Ten,11.27,5.5,7.02,12.52,2019
Mississippi,SEC,8.13,7.75,4.57,12.32,2019
Washington,Pac-12,7.01,1.22,10.79,12.01,2019
Creighton,Big East,8.59,8.81,3.19,12.0,2019
Utah State,MWC,0.89,6.8,5.17,11.98,2019
Virginia Commonwealth,A-10,2.87,1.16,10.8,11.96,2019
Arkansas,SEC,8.78,8.19,3.56,11.75,2019
Memphis,AAC,5.09,11.44,-0.74,10.7,2019
Arizona State,Pac-12,6.04,8.06,2.22,10.28,2019
Seton Hall,Big East,8.34,5.79,4.46,10.25,2019
New Mexico State,WAC,-2.38,3.91,6.14,10.05,2019
Northwestern,Big Ten,9.16,-0.65,10.62,9.97,2019
Colorado,Pac-12,3.6,3.14,6.54,9.68,2019
Dayton,A-10,2.91,3.05,6.62,9.67,2019
Xavier,Big East,8.06,3.46,6.15,9.61,2019
Alabama,SEC,9.01,4.59,4.86,9.45,2019
Miami (FL),ACC,8.7,4.1,5.29,9.39,2019
Butler,Big East,8.1,3.96,5.25,9.22,2019
Lipscomb,A-Sun,-1.2,9.85,-0.64,9.21,2019
Belmont,OVC,-2.6,11.35,-2.23,9.12,2019
Fresno State,MWC,0.67,4.12,4.86,8.99,2019
Murray State,OVC,-3.11,6.13,2.83,8.96,2019
Illinois,Big Ten,11.53,7.87,1.08,8.95,2019
Rutgers,Big Ten,9.76,1.9,6.99,8.89,2019
Missouri,SEC,9.16,-0.42,9.02,8.6,2019
San Francisco,WCC,1.13,4.35,4.21,8.56,2019
South Carolina,SEC,9.63,5.56,2.77,8.34,2019
Arizona,Pac-12,6.32,1.36,6.97,8.32,2019
Providence,Big East,6.71,2.33,5.97,8.29,2019
Southern California,Pac-12,4.96,7.48,0.75,8.23,2019
Toledo,MAC (West),0.71,3.89,4.32,8.21,2019
Temple,AAC,4.93,5.55,2.62,8.17,2019
Oklahoma State,Big 12,11.53,2.63,5.46,8.09,2019
Notre Dame,ACC,8.28,1.29,6.68,7.97,2019
Pittsburgh,ACC,6.69,1.42,6.46,7.88,2019
St. John's (NY),Big East,5.5,7.7,0.18,7.88,2019
Oregon State,Pac-12,4.29,4.0,3.84,7.84,2019
Wichita State,AAC,5.91,1.99,5.73,7.72,2019
Furman,Southern,-1.5,2.18,5.29,7.46,2019
Texas A&M,SEC,8.59,2.33,4.89,7.21,2019
UCLA,Pac-12,6.78,9.53,-2.36,7.17,2019
West Virginia,Big 12,10.57,7.97,-1.03,6.94,2019
Georgia Tech,ACC,8.15,-1.73,8.66,6.93,2019
Connecticut,AAC,4.32,5.25,1.56,6.81,2019
Georgetown,Big East,5.31,10.12,-3.32,6.8,2019
Davidson,A-10,1.96,-0.23,6.61,6.38,2019
Brigham Young,WCC,3.31,9.44,-3.29,6.15,2019
Utah,Pac-12,5.1,6.54,-0.41,6.13,2019
San Diego,WCC,3.61,1.44,4.68,6.12,2019
Stanford,Pac-12,5.13,2.57,3.46,6.03,2019
DePaul,Big East,4.05,8.11,-2.12,6.0,2019
South Florida,AAC,1.69,0.11,5.85,5.96,2019
South Dakota State,Summit,-4.74,9.32,-3.4,5.92,2019
Boston College,ACC,7.76,3.42,2.41,5.83,2019
Southern Methodist,AAC,4.12,2.81,3.0,5.81,2019
UC Irvine,Big West,-2.3,-0.3,6.0,5.7,2019
Yale,Ivy,-1.24,7.97,-2.44,5.52,2019
Georgia,SEC,8.12,2.73,2.58,5.31,2019
San Diego State,MWC,2.47,-0.75,6.04,5.29,2019
Liberty,A-Sun,-3.88,-3.23,8.5,5.27,2019
East Tennessee State,Southern,-1.79,2.75,2.46,5.21,2019
Saint Louis,A-10,2.23,-3.11,8.17,5.06,2019
Vermont,AEC,-4.18,-0.37,5.25,4.88,2019
Akron,MAC (East),1.09,-4.44,9.3,4.86,2019
Hofstra,CAA,-4.53,8.65,-3.97,4.68,2019
Northern Kentucky,Horizon,-2.39,3.55,1.11,4.67,2019
Tulsa,AAC,3.86,2.48,2.16,4.65,2019
Bowling Green State,MAC (East),0.86,5.04,-0.8,4.24,2019
UNC Greensboro,Southern,-0.9,0.27,3.81,4.08,2019
Loyola (IL),MVC,-0.16,-5.41,9.41,3.99,2019
Northeastern,CAA,-0.7,2.73,1.22,3.95,2019
Grand Canyon,WAC,-1.49,1.95,1.89,3.85,2019
Georgia Southern,Sun Belt,0.13,8.18,-4.44,3.75,2019
Old Dominion,CUSA,-1.18,-5.84,9.58,3.74,2019
Boise State,MWC,1.08,0.74,2.88,3.61,2019
Vanderbilt,SEC,7.79,0.03,3.53,3.57,2019
Ball State,MAC (West),1.21,2.85,0.55,3.39,2019
St. Bonaventure,A-10,0.25,-4.33,7.66,3.34,2019
Wright State,Horizon,-0.89,-1.01,4.3,3.29,2019
Western Kentucky,CUSA,0.96,0.98,2.16,3.14,2019
Utah Valley,WAC,-2.3,2.89,0.11,3.0,2019
Loyola Marymount,WCC,0.9,-6.45,9.38,2.93,2019
Rhode Island,A-10,1.19,0.08,2.75,2.83,2019
Central Michigan,MAC (West),-0.34,8.12,-5.33,2.79,2019
Northern Illinois,MAC (West),1.11,1.5,1.07,2.58,2019
Southern Mississippi,CUSA,-0.83,-2.13,4.7,2.58,2019
Drake,MVC,-0.66,3.85,-1.33,2.52,2019
Georgia State,Sun Belt,0.65,3.57,-1.13,2.44,2019
College of Charleston,CAA,-2.95,-0.61,2.97,2.36,2019
Pennsylvania,Ivy,-0.76,-0.73,2.77,2.04,2019
Harvard,Ivy,0.66,-0.35,2.21,1.86,2019
Jacksonville State,OVC,-5.47,-0.16,1.76,1.59,2019
Nevada-Las Vegas,MWC,0.48,1.99,-0.41,1.58,2019
Texas State,Sun Belt,-3.0,-4.8,6.34,1.54,2019
Montana,Big Sky,-5.05,0.45,1.05,1.5,2019
Southern Illinois,MVC,-0.17,-2.61,4.0,1.39,2019
Radford,Big South,-1.95,-1.1,2.38,1.28,2019
Kent State,MAC (East),0.61,3.03,-1.77,1.26,2019
Colgate,Patriot,-3.83,1.82,-0.59,1.23,2019
Wake Forest,ACC,8.47,0.76,0.45,1.21,2019
Louisiana Tech,CUSA,-2.31,-1.77,2.72,0.95,2019
Pepperdine,WCC,0.63,4.75,-3.85,0.9,2019
George Mason,A-10,0.08,0.22,0.62,0.84,2019
Louisiana-Monroe,Sun Belt,-1.96,4.03,-3.22,0.81,2019
Miami (OH),MAC (East),2.31,-1.56,2.34,0.77,2019
Samford,Southern,-2.03,3.89,-3.2,0.69,2019
UTSA,CUSA,0.05,5.44,-4.75,0.69,2019
Austin Peay,OVC,-4.41,4.22,-3.63,0.59,2019
Bucknell,Patriot,-2.93,3.61,-3.02,0.59,2019
Duquesne,A-10,-0.63,2.63,-2.1,0.53,2019
Eastern Michigan,MAC (West),4.43,-5.57,5.97,0.4,2019
UAB,CUSA,-1.52,-1.51,1.87,0.36,2019
Bradley,MVC,-0.9,-4.59,4.52,-0.08,2019
Colorado State,MWC,1.41,2.12,-2.23,-0.11,2019
North Texas,CUSA,-3.48,-6.36,6.11,-0.25,2019
Saint Joseph's,A-10,1.66,1.59,-2.02,-0.43,2019
Coastal Carolina,Sun Belt,-1.94,2.97,-3.48,-0.5,2019
UT Arlington,Sun Belt,0.84,-3.75,3.24,-0.5,2019
New Mexico,MWC,1.61,4.74,-5.29,-0.55,2019
Brown,Ivy,-3.29,-1.02,0.4,-0.62,2019
Marshall,CUSA,-0.61,8.44,-9.08,-0.64,2019
Missouri State,MVC,-1.03,-3.22,2.03,-1.2,2019
Hawaii,Big West,-3.61,-2.07,0.77,-1.3,2019
Richmond,A-10,-0.79,-0.33,-1.04,-1.37,2019
Florida Atlantic,CUSA,-1.76,-4.07,2.64,-1.42,2019
Seattle,WAC,-3.85,-2.63,1.16,-1.47,2019
Northern Iowa,MVC,0.62,-6.27,4.73,-1.54,2019
UC Santa Barbara,Big West,-5.55,-3.31,1.7,-1.62,2019
Washington State,Pac-12,2.2,4.11,-5.78,-1.67,2019
Ohio,MAC (East),3.16,-2.08,0.24,-1.84,2019
Abilene Christian,Southland,-7.34,-4.14,2.24,-1.91,2019
Santa Clara,WCC,0.92,-3.17,1.26,-1.91,2019
Texas-Rio Grande Valley,WAC,-1.61,-1.7,-0.34,-2.04,2019
Illinois State,MVC,0.25,-2.43,0.36,-2.06,2019
Louisiana,Sun Belt,-1.51,5.77,-7.84,-2.07,2019
Stony Brook,AEC,-6.48,-2.66,0.56,-2.1,2019
Green Bay,Horizon,-0.36,5.85,-8.09,-2.24,2019
Oakland,Horizon,-1.48,2.47,-4.73,-2.27,2019
Omaha,Summit,-3.39,3.59,-5.91,-2.32,2019
Lehigh,Patriot,-4.46,6.13,-8.47,-2.34,2019
Charleston Southern,Big South,-4.19,-1.68,-0.74,-2.43,2019
Pacific,WCC,1.97,-5.38,2.92,-2.46,2019
Gardner-Webb,Big South,-4.43,1.19,-3.8,-2.61,2019
Indiana State,MVC,0.62,-1.04,-1.68,-2.72,2019
IUPUI,Horizon,-3.04,-0.74,-1.98,-2.72,2019
Mercer,Southern,-0.24,-2.69,-0.17,-2.86,2019
Winthrop,Big South,-3.74,6.13,-9.02,-2.89,2019
Massachusetts,A-10,-0.18,-0.23,-2.8,-3.02,2019
Illinois-Chicago,Horizon,-1.99,-0.03,-3.13,-3.15,2019
California,Pac-12,5.42,-1.37,-1.79,-3.16,2019
Sam Houston State,Southland,-5.84,-0.98,-2.2,-3.17,2019
Cal State Fullerton,Big West,-1.14,-1.33,-1.96,-3.29,2019
Hampton,Big South,-5.06,5.13,-8.47,-3.34,2019
Valparaiso,MVC,-1.0,-6.43,3.05,-3.38,2019
Princeton,Ivy,-0.89,-5.32,1.89,-3.43,2019
North Florida,A-Sun,-0.7,2.47,-5.95,-3.47,2019
Purdue-Fort Wayne,Summit,-3.6,5.44,-8.9,-3.47,2019
Presbyterian,Big South,-5.35,1.66,-5.21,-3.56,2019
La Salle,A-10,1.29,-2.29,-1.32,-3.61,2019
Campbell,Big South,-4.39,-1.06,-2.56,-3.62,2019
NJIT,A-Sun,-4.74,-4.14,0.52,-3.63,2019
Appalachian State,Sun Belt,0.1,4.56,-8.29,-3.73,2019
Evansville,MVC,0.13,-1.45,-2.39,-3.84,2019
California Baptist,WAC,-4.12,1.7,-5.6,-3.89,2019
Northern Colorado,Big Sky,-6.76,-3.0,-0.92,-3.92,2019
Hartford,AEC,-4.89,0.8,-4.75,-3.95,2019
North Dakota State,Summit,-2.07,-1.85,-2.16,-4.01,2019
American,Patriot,-7.23,-3.24,-0.95,-4.19,2019
Air Force,MWC,0.24,-3.38,-0.9,-4.28,2019
Weber State,Big Sky,-6.12,1.08,-5.46,-4.37,2019
South Alabama,Sun Belt,-2.71,-2.98,-1.48,-4.46,2019
Florida International,CUSA,-1.45,7.04,-11.59,-4.55,2019
Cal State Long Beach,Big West,-0.44,1.1,-5.67,-4.57,2019
Iona,MAAC,-5.5,2.92,-7.69,-4.78,2019
William & Mary,CAA,-2.08,0.32,-5.1,-4.78,2019
Little Rock,Sun Belt,-2.07,-1.06,-3.8,-4.87,2019
Rider,MAAC,-6.51,2.68,-7.64,-4.96,2019
Fordham,A-10,-2.4,-7.72,2.7,-5.02,2019
Florida Gulf Coast,A-Sun,-1.48,-2.58,-2.54,-5.11,2019
Cal State Bakersfield,WAC,-2.63,-4.83,-0.29,-5.12,2019
Columbia,Ivy,-2.14,-0.71,-4.47,-5.18,2019
East Carolina,AAC,1.31,-3.11,-2.39,-5.49,2019
South Dakota,Summit,-3.06,-4.52,-1.0,-5.52,2019
Texas Southern,SWAC,-6.99,6.66,-12.2,-5.55,2019
High Point,Big South,-4.39,-8.54,2.91,-5.63,2019
Dartmouth,Ivy,-3.0,-3.56,-2.19,-5.75,2019
Maryland-Baltimore County,AEC,-5.85,-8.03,2.18,-5.85,2019
Lamar,Southland,-7.22,-1.2,-4.74,-5.94,2019
Fairleigh Dickinson,NEC,-7.24,-0.7,-5.39,-6.09,2019
Middle Tennessee,CUSA,1.44,-5.58,-0.51,-6.09,2019
Cornell,Ivy,-2.02,-3.98,-2.14,-6.12,2019
Troy,Sun Belt,-1.01,-2.32,-3.8,-6.12,2019
UC Davis,Big West,-1.5,-7.66,1.4,-6.26,2019
Western Michigan,MAC (West),1.48,-2.16,-4.1,-6.26,2019
Detroit Mercy,Horizon,-0.36,0.65,-6.98,-6.33,2019
Holy Cross,Patriot,-4.01,-7.43,1.0,-6.43,2019
Cal State Northridge,Big West,-3.39,3.4,-9.95,-6.54,2019
Rice,CUSA,-2.06,2.19,-8.75,-6.56,2019
Boston University,Patriot,-5.39,-3.36,-3.25,-6.61,2019
Kansas City,WAC,-1.55,-4.92,-1.69,-6.61,2019
George Washington,A-10,1.2,-5.55,-1.1,-6.65,2019
Tulane,AAC,3.63,-3.43,-3.3,-6.72,2019
Eastern Washington,Big Sky,-4.17,-3.2,-3.58,-6.77,2019
Quinnipiac,MAAC,-8.03,-0.78,-6.0,-6.78,2019
Drexel,CAA,-2.93,0.81,-7.83,-7.02,2019
Arkansas State,Sun Belt,-1.23,-0.61,-6.49,-7.1,2019
Prairie View,SWAC,-9.17,-0.86,-6.43,-7.29,2019
Eastern Kentucky,OVC,-2.47,5.93,-13.33,-7.4,2019
Army,Patriot,-4.73,-5.17,-2.4,-7.57,2019
Southeastern Louisiana,Southland,-6.3,-8.89,1.3,-7.59,2019
Morehead State,OVC,-1.76,-3.18,-4.56,-7.73,2019
Youngstown State,Horizon,-2.05,-0.53,-7.26,-7.78,2019
Chattanooga,Southern,-0.76,-4.75,-3.12,-7.87,2019
Sacred Heart,NEC,-8.11,2.75,-10.64,-7.88,2019
Siena,MAAC,-6.47,-9.88,1.99,-7.9,2019
Delaware,CAA,-4.82,-4.39,-3.52,-7.91,2019
Montana State,Big Sky,-5.81,2.32,-10.23,-7.91,2019
The Citadel,Southern,0.03,7.35,-15.28,-7.94,2019
Cleveland State,Horizon,-1.52,-0.97,-6.99,-7.96,2019
Norfolk State,MEAC,-8.74,-3.86,-4.18,-8.04,2019
UNC Wilmington,CAA,-2.04,1.3,-9.39,-8.1,2019
UTEP,CUSA,-1.71,-9.17,0.94,-8.23,2019
Jacksonville,A-Sun,-4.74,-1.95,-6.32,-8.27,2019
Massachusetts-Lowell,AEC,-6.95,1.11,-9.39,-8.28,2019
Charlotte,CUSA,-0.89,-10.37,2.02,-8.34,2019
Longwood,Big South,-6.62,-5.65,-2.78,-8.43,2019
Towson,CAA,-3.57,-7.31,-1.13,-8.44,2019
James Madison,CAA,-4.07,-5.31,-3.22,-8.52,2019
Saint Francis (PA),NEC,-6.16,-1.54,-7.19,-8.74,2019
North Dakota,Summit,-3.55,-4.51,-4.28,-8.78,2019
Sacramento State,Big Sky,-6.78,-6.67,-2.1,-8.78,2019
Canisius,MAAC,-4.85,-3.01,-5.78,-8.79,2019
